"id","nom","ingredients"
269075,ROTI DE PORC A L'AIL,"porc, eau, sel, glucose, phosphate de sodium, erythorbate, nitrite, bicarbonnate, épice, ail"
269079,Brownies,"sucre,farine du moulin la pierre,beurre,cacao,oeuf,sucre glace,noix grenoble, café et sel."
269080,Barres aux noix de coco et citron,"beurre,cassonade,farine du moulin la pierre,oeuf,jus de citron,noix coco et sel."
269085,Rillettes de porc,"porc, sel, poivre"
270001,Fromage frais poivre rose,"lait de chèvre pasteurisé, poivre rose, ferment, présure sel"
270012,Cilantro (séché),feuilles et fleurs de cilantro
270014,Persil (séché),feuilles de persil
270035,Viande à fondue,sanglier
270040,Pepperette de sangliers,"sanglier, sel, épices, dextrose, érythorbate de sodium, nitrite de sodium, fumée."
270042,Saucisson chorizo doux de sanglier,"sanglier, eau, dextrose, épices, sel, chlorure de potassium, phosphate de sodium, ail en poudre, érythorbate de sodium, substances laitières modifiées, nitrite de sodium."
270050,Chandelle flottante,cire abeille pure
270054,Miel crémeux ,miel
270071,Carrés aux dattes,"dattes,eau,margarine,flocons d'avoine,oeuf,farine du moulin la pierre,poudre à pâte, soda, vanille."
271002,Cornebique,"lait de chèvre pasteurisé, présure ferment, sel"
271035,Oeufs de caille marinés,"oeufs de caille, vinaigre blanc, eau, sel "
271047,Filet mignon,sanglier
271051,Bacon pancetta de sangliers,"sanglier, eau, sucre, phosphate de sodium, érythorbate de sodium, bicarbonate de sodium, nitrite de sodium, épices."
271064,Chandelle modèle Ruche en paille,cire abeille pure
271078,BOUDIN,"porc,oignon, lait, épice"
271086,Saucisses tomate et bière noire (veau et porc),"veau 50%, porc 50%, bière noire, légumes déshydratés(tomate oignon,ail)sel de mer, moutarde, épices, fibre de mais, sucre, extrait de levure, huile de canola"
271092,Rillettes de porc congelées,"porc, sel, poivre"
272005,Feuilletés au Végé-Pâté et au Confit d'oignons,"graine de tournesol,amandes, carottes, pommes de terre, oignon,patate douce,olives,algues goémon, huile de tournesol, tamari, farine moulue sur pierre, levure alimentaire, fines herbes, graines de sésame ,sucre brut,vin rouge,vinaigre de cidre de pomme,poivre noir.(oeufs pour la dorure)"
272013,Cuisse de pintade confite,"cuisse de pintade, gras de canard, herbes de provence, sel "
272039,Chandelle modèle Nativité,cire abeille pure
272040,Chandelles pour réchaud,cire abeille pure
272054,Moutarde au miel,"lait, miel, farine, vinaigre, moutarde en poudre, curcuma, girofle, cannelle"
272055,Gelée de miel,"miel, jus de pomme, eau, caragénine"
272065,PAIN JAMBON BACON,"porc,jambon,bacon,eau,chapelure,sel, amidon,substance laitière, épices, erythorbate, nitrite"
273004,Tamales,"farine de maïs (bio ,je tiens à le mentionner pour indiquer que ce n'est pas du maïs transgénique),tomate,cannelle,cumin et autres épices,fèves noires,coriandre fraîche,oignons,poivrons verts et rouges,fromage de chèvre,vinaigre de cidre de pomme,huile de tournesol,sel."
273009,Marjolaine (séchée),feuilles et fleurs de marjolaine
273020,Saucisses ciboulette,"sanglier,chapelure de blé grillée, sel, farine de blé, farine de mais, substances laitières modifiées,gluten de blé, épices, ciboulette deshydraté, erythorbate de sodium, oignons deshydratés, glutamate monosodique,sucre polysorbate 80, et silicate de calcium"
273040,Saucisses fines herbes,"sanglier, chapelure de blé grillée, sel, farine de blé, farine de mais, substances laitières modifiées, gluten de blé,fines herbes,sucre, glutamate monosodique, erythorbate de sodium."
273041,Saucisses tomate/basilic,"sanglier, chapelure de blé grillée, sel, dextrose, tomate en poudre, basilic déshydraté, épices, tomates déshydratées, érythorbate de sodium, acide citrique, huile végétale."
273044,Steak de longe,sanglier
273051,Brioches à l'érable et aux noix,"farine du moulin la pierre,cassonade,beurre,sirop d'érable,noix,sucre,eau,poudre à pâte,sel."
273056,Chandelle modèle Vignes,cire abeille pure
273069,Miel de fleurs de sarrasins,miel
273088,Planche à découper 12 x 16, bois 
274001,Feta Pénélope NATURE,"lait de chèvre pasteurisé, sel, ferment présure"
277010,Estragon (séché),feuilles d'estragon 
277012,Farine tout usage tamisée,""
277018,Pommier Belmac 3 ans,pommier
277032,Capicollo doux de sangliers,"sanglier, sel, épices, sucre, ail en poudre, érythorbate de sodium, nitrite de sodium."
277038,Cretons de sanglier pommes,"sanglier, jus de pomme, bouillon de poulet, ail, oignon, cannelle, clou de giroflle, muscade, sel"
277043,Chandelle modèle ruche en corde,cire abeille pure
277046,Chandelle modèle cierge 12-15cm,cire abeille pure
277054,TETE FROMAGE,"porc, eau, sel, gelatine, épice, oignon"
277055,Meringue à l'érable,"sucre fin à l'érable,blanc d'oeuf,sucre blanc"
277056,Saucisses Ciboulette et vin blanc (veau et porc),"50% veau , 50% porc, vin blanc,fécule de topioca,sucre,ciboulette, épices, bioxyde de silicium, polysorbate, huile végétal."
277059,Biscotti aux canneberges et orange,"farine,sucre,oeuf,canneberges séchées,jus d'orange,huile de canola,poudre à pâte et sel."
277066,RILLETTE DE PORC,"porc, sel, poivre"
277069,JAMBON FUMÉ TRANCHÉ MINCE,"porc, eau, sel, glucose,phosphate de sodium,erythorbate, bicarbonate,épice, nitrite, fumé"
278011,Basilic Genovese (séché),feuille de basilic genovese 
278012,Prêle des champs (Tisane),tige et feuilles de prêle des champs
278015,Pousses de tournesol ,graines de tournesol certifiées bio
278046,Chandelle modèle Reine abeille,cire abeille pure
278050,Chandelle modèle petites abeilles,cire abeille pure
278055,Miel de fleurs sauvages,miel
278062,Saucisses Fines herbes *SANS GLUTEN*(veau et porc),"50% veau, 50% porc,moutarde, sel de mer,légumes déshydratés(oignon,ail) épices, sel, fibre de mais, sucre, extrait de levure, agent de conditionnement, bioxyde de silicium, polysorbate."
278065,BOUDIN AUX POMMES,"porc,oignon, lait, épices"
278066,Rayon de miel (miel d'été),miel trèfle /fleurs sauvages avec la cire
278069,PEPPERONI,"porc,eau,farine,sel,épice, dextrose,tapioca,erythorbate,ail,fumée,nitrite,saveur artificielle"
278071,Miel crémeux aux bleuets,"miel, concentré de bleuets"
278074,Chandelle réguliere,cire abeille pure
281002,Rôti de longe,sanglier
285011,Olives vertes aux amandes rôties sans-sel,"olives vertes, amandes rôties sans-sel, huile de canola (sans-cholestérol,ni-additif), sel"
286005,Pousses de sarrasin ,graines de sarrasin certifiées bio
287004,Pousses de radis,graines de radis certitifées bio
287005,Olives noires au fromage de chèvre,"olives noires, fromage de chèvre(lait de chèvre pasteurisé, sel, enzyme microbienne, culture bactérienne), huile de canola(sans-cholestérol, ni-additif)"
287008,Olives vertes au fromage bleu,"olives vertes, fromage bleu (lait cru ''bio'' de vache, culture bactérienne, enzyme microbienne, p.roqueforti, sel de mer), huile de canola(sans-cholestérol, ni-additif)"
289002,Pépites d'érable,sirop d'érable
291014,Pesto au basilic,"basilic, huile d'olive extra-vierge, parmesan (d.o.p), noix de pins, ail du québec"
293001,Sucre granulé d'érable,sirop d'érable
293004,SAUCISSE FINES HERBE,"porc, eau, chapelure de blé grillé, sel, substance laitière modifiés, oignon, épice, sucre, glutamate monosodique"
293007,Pousses de brocoli,graines de brocoli certifiées bio
293010,Olives vertes avec ail,"olives vertes, ail , huile de canola (sans-cholestérol,ni-additif), sel "
295004,Trèfle germé ,graines de trèfle rouge certifiées bio
295005,Centre de table en germination sur réservation pour Noel 2018,"graines de blé, radis pourpre, brocoli, moutarde et trèfle rouge certifiées bio"
295008,Olives vertes aux tomates séchées au soleil,"olives vertes, tomates séchées, huile de canola(sans-cholestérol, ni-additif), sel"
295010,Olives vertes au fromage fêta,"olives vertes, fromage fêta (lait vache, sel, lipase, enzymes microbiennes, culture bactérienne), huile de canola(sans-cholestérol,ni-additif), sel"
297013,Bacon de sangliers,"sanglier,eau,sel de mer,tripolyphosphate de sodium, nitrite de sodium, érythorbate de sodium."
297019,Jambon d'autrefois de sanglier,"sanglier, eau, extrait sec glucose, phosphate de sodium, érythorbate de sodium, nitrite de sodium, fumée"
297026,Chandelle modèle cierge,cire abeille pure
297036,Miel crémeux au beurre d'amandes,"miel, beurre d'amandes"
297052,CRETON DE PORC,"porc, eau, chapelure de blé grillé, sel, oignon déshydraté, glutamate monosodique,épices"
297055,BACON FUMÉ,"porc, eau, sel,glucose, phosphate de sodium,erythorbate, bicarbonate,épice, nitrite fumé"
297056,JAMBON FUMÉ TRANCHÉ MINCE SANS NITRITE,"porc,eau,sel de mer, poudre de jus de céleri de culture,sucre de canne, légume déshydratés, épices"
298008,Farine à pain tamisée,grain de blé dur biologique
298021,ROTI DE LONGE DE PORC DÉSOSSÉE,porc frais
298023,FILET DE PORC,porc frais
299002,Planche à découper 16 x 20,bois
299015,Farine d'épeautre entière,grain d'épeautre biologique
299021,Farine d'épeautre tamisée.,grain d'épeautre biologique.
300018,PATTE DE PORC,porc frais
300021,COTELETTE FUMÉE,"porc, eau sel, glucose, phosphate de sodium, erythorbate,bicarbonate,épice nitrite fumé"
301025,PORC HACHÉ,porc frais
302005,Farine de kamut,grain de kamut entier biologique.
302019,GRILLADE DE LARDS SALÉ,"porc, sel"
303019,CARRÉ DE PORC,porc frais
304007,Carrés aux fraises et canneberges,"avoine ,cassonade,beurre,farine,fraise,canneberges,sucre,soda et fécule de maïs."
304009,Barres au cacao et aux noix,"farine du moulin la pierre,cassonade,noix coco,noix grenoble,beurre,oeuf,cacao,sel et vanille"
304018,JAMBON BLANC TRANCHÉ MINCE,"porc, sel,glucose, phosphate de sodium,erythorbate,nitrite,bicarbonate,épice"
305001,Farine de blé intégral à pain,grain de blé dur biologique
305014,Gaufres Liégeoises( Belges),"farine tamisée biologique,margarine,beurre,sucre vanillé,oeuf entier,glucose,levure,sel,eau,vanille"
305020,Roti de porc avec os,porc frais
305023,PATE MEXICAIN,"porc,eau,relish,sauce chili,ketchup,oignon,piment,fromage,pate:farine,eau,graisse végétale ou animal, sucre,sel,propionate de calcium,oeuf"
305025,TERRINE NATURE,"porc, lait, oignon, épice, sel, ail, sucre, erythorbate,nitrite"
308011,TERRINE FINES HERBES,"porc, lait, sel, épices,oignon, sucre, ail, erythorbate,fines herbes, nitrite"
308013,TERRINE CINQ POIVRE,"porc,lait, sel, éoices, oignon, sucre, ail, erythorbate, poivre, nitrite"
308014,TERRINE AU COGNAC,"porc, lait, sel, épices, oignon, sucre, ail, cognac, nitrite"
308016,COTELETTE DE PORC FRAIS,porc frais
308020,CHOUCROUTE GARNIE,"choux blanc, vin,oignon,bacon, jambon,épice"
308026,SAUCISSON A L'AIL,"porc,sel,ail, erythorbate,sodium, nitrite"
308032,SAUCISSE TOULOUSE,"porc,eau,sel, poivre"
308037,SAUCISSE CINQ POIVRE,"porc,eau,sel,sucre, ail"
308040,SAUCISSE D'AUTREFOIS,"porc,eau,chapelure,épice,dextrose,tapioca,erythorbate de sodium, ail,épice,nitrite"
309018,SAUCISSON NORDIQUE,"porc,ail,anis,estragon,nitrite"
309019,SAUCISSON JERKEY,"porc,sel,ail,erythorbate de sodium, épice a steak, nitrite"
309025,SAUCISSE FROMAGE ET BACON,"porc, eau, bacon, fromage, chapelure,substance laitière modifié, sel,amidon de tapioca, sucre, acide ascorbique,épices,oignon,huile végétale "
309026,SAUCISSE POLONAISE,"porc, eau, sel, poivre, ail"
309027,SAUCISSE MAISON,"porc,eau,sel,ail,erythorbate de sodium, épice steak, nitrite"
310012,CUBES DE PORC,porc frais
310015,BACON DE DOS,"porc,eau,sel,glucose,phosphate de sodium, erythorbate,épice,nitrite"
310017,JAMBON HACHÉ,"porc, eau,sel, glucose, phosphate de sodium, erythorbate, épice, bicarbonate,nitrite"
310021,TOURTIERE DE PORC,"porc, eau, canelle, clou de girofle,sel.poivre,feuille de laurier,pate:eau, graisse végétale ou animal,sucre,sel,propionate de sodium,oeuf"
310026,SAUCISSE MEXICAINE,"porc,eau,protéine de soya,farine de mais,chapelure,sel,épices,ail,sucre,erythorbate de sodium"
310027,SAUCISSE A LA BIERE,"porc,eau,bière,chapelure,sel, tapioca,épices,sucre,acide abscorbique,huile végétale"
311005,Agneau fumé,"agneau,eau,sel,glucose,phosphate de sodium,erythorbate,nitrite,bicarbanate,épices."
311010,COTELETTE DÉSOSSÉE,porc frais
311020,Cuisses de pintade,cuisses de pintade
312002,SAUCISSES CITRON-LIME  (agneau),"agneau,sel de mer,moutarde,sucre,fibre mais,épices,extrait de levure,oignon,ail,zeste orange,.zeste citron,acide citrique"
312003,Foie d'agneau,foie d'agneau
312011,SAUCISSON CHORIZO,"porc,dextrose,épice,sel,chlorure de potassium,ail,erythorbate de sodium, lait, fumée"
312012,JAMBON ALLONGÉE,"porc,eau,sel,glucose,phosphate de sodium,erythorbate de sodium, bicarbonate,épice,nitrite, fumé"
312017,SAUCISSE ITALIENNE FORTE,"porc, eau, vin, protéine de soya, chapelure,sel,épices,sucre, erythorbate de sodium, anis"
313009,TERRINE CANNEBERGE,"porc,lait,oeuf, canneberge,épices,nitrite"
313011,Fesse de porc désossé,porc frais
313012,FOIE DE PORC,porc frais
313014,ROTI DE PORC (EPAULE),porc frais
313016,COTE LEVÉE,porc frais
313017,COTE LEVÉE DE DOS,porc frais
313020,FEVES AUX LARDS,"haricot blanc, eau,cassonade,gras de porc, sel, farine de moutarde, épices"
313022,TERRINE AUX POMMES,"porc, lait, oignon, épices, sel, ail, sucre, pomme, erythorbate,nitrite"
313031,SAUCISSE TOMATE ET BASILIC,"porc,eau,pate de tomate,tomate séché, protéine de soya,épice, basilic,sel,poivre,ail"
313032,SAUCISSE ERABLE,"porc,eau,chapelure,sel,fécule de tapioca,casonnade,saveur d'érable naturelle,erythorbate de sodium,épices,bioxide de silicium"
314007,LONGE DE PORC DÉSOSSÉ,porc frais
314010,SAUCE SPAGHETTI,"porc,creme de tomate, pâte de tomate, sauce chili, oignon, légume, sel,épices"
314013,JAMBON ROLL,"porc, eau, sel, glucose, phosphate de sodium,erythorbate,bicarbonate,épice, nitrite"
314014,PICNIC FUMÉ,"porc eau sel, glucose, phosphate de sodium,erythorbate,épice,bicarbonate,nitrite"
314016,TERRINE ABRICOT,"porc,lait,oignon,abricot,épice, nitrite"
314018,SAUCISSON PIQUANT,"porc,eau,substance laitière modifié, amidon,sel, sucre, erythoebate de sodium, nitrite"
315010,TERRINE PORTO ET AMANDE,"porc, eau, lait, oeuf, amandes, porto, épices, nitrite"
315015,SAUCISSE PROVENCALE,"porc,eau,chapelure de blé grillé,sel,sucre,protéine de soya,pate de tomate, ail,poudre de moutarde, fines herbes épice "
315018,SAUCISSE ITALIENNE DOUCE,"porc,eau, vin,protéine de soya, sel,épices,sucre, chapelure,erythorbate de sodium, glutamate monosodique, anis"
315021,SAUCISSE MIEL ET MOUTARDE,"porc, eaqu chapelure, sucre, sel, miel, cassonade, légume déshydraté, épices, saveur artificielle, diacétate de sodium, bioxyde de silicium"
320002,Gâteau reine élizabeth,"farine du moulin la pierre,cassonade,oeuf dattes,eau,margarine,poudre à pâte ,soda, crémage noix de coco,cassonade,margarine."
320010,Cretons de porc *SANS GLUTEN*," porc en pâturage, gras de canard, légumes déshydratés, sel de mer, fibre de maïs,extrait de levure, épices. huile végétal, bioxyde de silicium, plysorbathe."
320020,Muffins aux pommes et avoine,"farine du moulin la pierre,avoine,pommes,cassonade,son,oeuf,lait,huile de canola,vanille,poudre à pâte,soda,canelle et sel."
320027,Décaféiné Mélange Bisou Dodo GRAINS,café décaféiné eau swp
320030,Décaféiné   Sidamo - MOUTURE FILTRE ,café décaféiné eau swp
320037,Hauts de cuisses désossées sans peau,poulet
320043, Mélange de Luxe Mouture filtre,café mélange
320047,Equitable  mélange Rythme du monde Mouture filtre,café équitable  mélange maison 
